function_name,script_file_name,module_family,function_visibility,line_number,functional_role,migration_priority,python_target_package,safe_migration_mode
MVPQAIC_JournalFindExistingRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,376,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalFindLatestValidatedPayload_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,391,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalBuildFirstAuditEntry_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,430,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalBuildRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,457,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalApplyDeprecated_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,472,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalMissingCriticalFields_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,500,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalRowHasAnyImportantContent_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,507,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalApplyFormatting_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,523,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalIsEmptyRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,533,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalGet_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,537,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalNowIso_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,542,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_JournalResult_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,551,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_DecisionJournalAppendPreviewNoWrite,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,608,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_BuildJournalCandidate_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,929,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_BuildJournalSummary_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1011,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_DiscoverJournalTarget_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1033,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_ExpectEquals_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1083,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_BuildColumnMap_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1092,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_Read_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1109,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_ReadBoolText_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1114,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_NormalizePipeList_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1124,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_NormalizeHeader_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1139,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_Finalize_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1146,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29V_CompactReport_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1156,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29W_DecisionJournalTargetHeaderAuditReadOnly,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1228,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29W_FindBestHeaderRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1424,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29W_NormalizeHeader_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1462,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29W_Finalize_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1469,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29W_CompactReport_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1479,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_DecisionJournalMappingPreviewNoWrite,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1534,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_BuildMappedJournalRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1873,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_BuildNotes_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1947,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_FindJournalHeaderRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1954,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_BuildColumnMap_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1974,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_CollectExistingValues_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1986,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_Read_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,1999,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_ReadBoolText_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2004,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_NormalizePipeList_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2011,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_NormalizeHeader_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2017,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_Truncate_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2021,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_PseudoHash_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2026,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29X_Finalize_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2036,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_DecisionJournalAppendApplyControlled,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2078,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_BuildApplyPlan_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2187,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_BuildCandidateFromIntake_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2491,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_BuildNotes_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2599,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_FindCandidateDuplicates_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2616,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_FindExistingDuplicates_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2632,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_PostWriteVerify_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2666,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_BuildHeaderMap_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2712,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_Read_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2724,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_ReadBoolText_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2729,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_NormalizePipeList_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2736,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_NormalizeHeader_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2742,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_CellValue_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2746,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_SimpleHash_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2753,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_SummarizeCandidate_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2763,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_FinalizePlan_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2781,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_CompactReport_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2789,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y_Safety_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2816,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y2_DecisionJournalPostApplyAuditReadOnly,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,2856,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y2_AuditRow_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,3024,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y2_BuildHeaderMap_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,3060,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y2_Read_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,3070,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y2_NormalizeHeader_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,3075,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
MVPQAIC_P29Y2_Finalize_,mvpqaic_09_p1_journal_core.js,JOURNAL,PUBLIC,3079,DECISION_JOURNAL,P0,mvp_qaic_py.journal,READONLY_PORT_FIRST
coreStatus,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,164,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
dashboardStatus,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,209,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
dashboardRefresh,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,245,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
queueStatus,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,293,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
queueRefresh,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,330,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
libraryStatus,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,384,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
libraryRefresh,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,423,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
libraryInitBaselineSafe,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,429,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildPromptLibraryBaselineRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,498,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addIdealPromptBaselineRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,522,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
readPromptLibraryExistingContracts_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,597,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
ensurePromptLibraryLayoutSafe_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,618,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
appendPromptLibraryRowsSafe_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,635,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
extractPromptIdsFromQueueForBaseline_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,649,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
adaptiveStatus,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,667,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
adaptiveRunAllFast,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,719,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
adaptiveNextDraftBuild,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,732,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
latestJournalContext_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,799,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
readPromptLibraryContext_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,833,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
readDashboardSignalsForPrompt_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,871,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
safeReadQueueObjects_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,885,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildAdaptiveDraftContext_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,905,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
renderNextPromptDraft_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,957,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
upsertAdaptiveQueueDraft_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1008,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
ensureQueueHeaders_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1038,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
queueHeadersStatus_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1057,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
mergeTextItems_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1063,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addTextItems_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1072,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildIssueSummary_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1082,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
getValueFlex_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1093,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
mvpqaicP2bResult_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1101,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
readQueueTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1108,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildPromptLibraryRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1120,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
summarizeQueueForPromptLibrary_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1148,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addCorePromptContractRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1208,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addGemProfileRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1289,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addPromptContractRowsFromQueue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1409,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
pushLibraryRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1468,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
writePromptLibrarySheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1509,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
formatPromptLibrarySheet_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1530,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
applyPromptLibraryDataValidations_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1559,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
applyPromptLibraryConditionalFormats_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1575,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
getQueueValue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1586,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
countKeysText_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1591,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
countRowsToText_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1595,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
inferTargetRuntime_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1599,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
supportedMetricsForProfile_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1606,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
reliableMetricsForProfile_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1613,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
partialMetricsForProfile_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1620,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
unsupportedMetricsForProfile_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1627,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
scoringAllowedForProfile_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1634,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
readTable_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1641,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildJournalMetrics_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1697,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildPromptActions_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1753,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
writeDashboard_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1779,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
pushMetricRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1832,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
formatDashboard_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1848,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
applyDashboardDataValidations_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1885,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
applyDashboardConditionalFormats_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1893,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
readSheetValuesBounded_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1917,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
extractDashboardSignals_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1925,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
collectStructuredDashboardRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1959,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
collectHeaderBlockRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1977,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
collectPromptIdsFromRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,1998,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
collectCandidatesFromRow_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2007,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addCandidatesFromValue_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2011,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addUniqueSignal_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2016,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
splitCandidateText_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2025,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
cleanCandidate_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2038,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
buildQueueRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2054,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
addCoreGuardRows_,mvpqaic_11_p1_prompt_quality_core.js,PROMPT_ENGINE,INTERNAL,2128,PROMPT_OR_AI,P0,mvp_qaic_py.prompt_engine,READONLY_PORT_FIRST
